county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,FIPs,climate_zone,matched_station_fip,distance
Cumberland,Cumberland,Cumberland County,17035,IL,Illinois,39.2733,-88.2402,10528,G1700350,5A,G1700290,14.80342789
Mitchell,Mitchell,Mitchell County,19131,IA,Iowa,43.3564,-92.789,10526,G1901310,6A,G1900670,23.14779344
Crawford,Crawford,Crawford County,18025,IN,Indiana,38.2924,-86.4517,10511,G1800250,4A,G1800370,34.8722274
Carbon,Carbon,Carbon County,30009,MT,Montana,45.2274,-109.0281,10488,G3000090,6B,G5600290,49.16566833
Johnston,Johnston,Johnston County,40069,OK,Oklahoma,34.3165,-96.6606,10446,G4000690,3A,G4000190,24.6776647
Coosa,Coosa,Coosa County,1037,AL,Alabama,32.9362,-86.2477,10442,G0100370,3A,G0101230,19.74647817
Washington,Washington,Washington County,16087,ID,Idaho,44.4524,-116.7847,10425,G1600870,5B,G4100450,33.75956127
Franklin,Franklin,Franklin County,48159,TX,Texas,33.1755,-95.2184,10413,G4801590,3A,G4804490,18.63352379
Noxubee,Noxubee,Noxubee County,28103,MS,Mississippi,33.1102,-88.5698,10410,G2801030,3A,G2800870,23.5208088
Chicot,Chicot,Chicot County,5017,AR,Arkansas,33.267,-91.2937,10405,G0500170,3A,G2801510,25.99935537
Bullock,Bullock,Bullock County,1011,AL,Alabama,32.1005,-85.7157,10386,G0100110,3A,G0101090,26.35213789
Camden,Camden,Camden County,37029,NC,North Carolina,36.3877,-76.2064,10353,G3700290,3A,G3701390,9.021239448
Lowndes,Lowndes,Lowndes County,1085,AL,Alabama,32.1547,-86.6501,10334,G0100850,3A,G0101010,20.00625595
Montgomery,Montgomery,Montgomery County,19137,IA,Iowa,41.0302,-95.1563,10327,G1901370,5A,G1901370,7.307472612
Ralls,Ralls,Ralls County,29173,MO,Missouri,39.5277,-91.522,10318,G2901730,5A,G1700010,36.61171595
Madison,Madison,Madison Parish,22065,LA,Louisiana,32.3644,-91.2427,10297,G2200650,3A,G2200650,14.8836043
Metcalfe,Metcalfe,Metcalfe County,21169,KY,Kentucky,36.9905,-85.6292,10275,G2101690,4A,G2100090,22.38277634
Roberts,Roberts,Roberts County,46109,SD,South Dakota,45.6296,-96.9461,10254,G4601090,6A,G4601090,4.229569719
Clay,Clay,Clay County,48077,TX,Texas,33.7855,-98.2085,10236,G4800770,3A,G4804850,20.1060121
Pike,Pike,Pike County,5109,AR,Arkansas,34.1637,-93.6565,10234,G0501090,3A,G0500970,27.27152712
Nemaha,Nemaha,Nemaha County,20131,KS,Kansas,39.7834,-96.0141,10197,G2001310,5A,G3101470,35.68260001
Holt,Holt,Holt County,31089,NE,Nebraska,42.4557,-98.7838,10175,G3100890,5A,G3100890,6.69965074
Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.5079,10167,G4600190,6A,G4600810,35.06354939
Howard,Howard,Howard County,29089,MO,Missouri,39.1425,-92.6963,10147,G2900890,4A,G2900190,40.10576775
Alcona,Alcona,Alcona County,26001,MI,Michigan,44.6854,-83.5937,10138,G2600010,6A,G2600690,21.08560507
Love,Love,Love County,40085,OK,Oklahoma,33.9499,-97.2441,10105,G4000850,3A,G4000190,16.00050188
Nome,Nome,Nome Census Area,2180,AK,Alaska,64.9111,-164.0272,10070,G0201800,8,G0201880,119.8930501
Ochiltree,Ochiltree,Ochiltree County,48357,TX,Texas,36.2784,-100.8157,10063,G4803570,4B,G4803570,10.42200301
Franklin,Franklin,Franklin County,19069,IA,Iowa,42.7325,-93.2625,10056,G1900690,6A,G1900830,18.20091783
Perry,Perry,Perry County,5105,AR,Arkansas,34.9475,-92.9312,10056,G0501050,3A,G0501150,24.28166709
Carroll,Carroll,Carroll County,28015,MS,Mississippi,33.4485,-89.9202,10053,G2800150,3A,G2800150,11.79119102
Keokuk,Keokuk,Keokuk County,19107,IA,Iowa,41.3365,-92.1786,10050,G1901070,5A,G1901230,22.91978505
Lewis,Lewis,Lewis County,29111,MO,Missouri,40.0969,-91.7221,10031,G2901110,5A,G1901110,32.31949249
Jackson,Jackson,Jackson County,27063,MN,Minnesota,43.6742,-95.1541,10016,G2700630,6A,G2700630,11.67844974
Pulaski,Pulaski,Pulaski County,13235,GA,Georgia,32.2323,-83.476,10001,G1302350,3A,G1300910,24.10351246
Duval,Duval,Duval County,48131,TX,Texas,27.6814,-98.5089,10001,G4801310,2A,G4802470,27.88393136
Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229,9995,G2001170,5A,G3100670,39.19478937
Sabine,Sabine,Sabine County,48403,TX,Texas,31.3432,-93.8518,9974,G4804030,2A,G4802410,34.06759999
Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404,9962,G1900250,5A,G1900270,25.61422946
West Carroll,West Carroll,West Carroll Parish,22123,LA,Louisiana,32.7885,-91.4568,9959,G2201230,3A,G2200670,29.4267971
Tunica,Tunica,Tunica County,28143,MS,Mississippi,34.6507,-90.375,9949,G2801430,3A,G2801430,2.853597396
Montgomery,Montgomery,Montgomery County,28097,MS,Mississippi,33.494,-89.6164,9948,G2800970,3A,G2800150,32.33539636
Yuma,Yuma,Yuma County,8125,CO,Colorado,40.0029,-102.4243,9944,G0801250,5B,G0800630,53.31260905
Webster,Webster,Webster County,28155,MS,Mississippi,33.6131,-89.2848,9938,G2801550,3A,G2800870,49.83533124
Scott,Scott,Scott County,5127,AR,Arkansas,34.8607,-94.0632,9928,G0501270,3A,G0501130,23.88134317
Grundy,Grundy,Grundy County,29079,MO,Missouri,40.1139,-93.5653,9901,G2900790,5A,G2901170,20.30844243
Zavala,Zavala,Zavala County,48507,TX,Texas,28.8662,-99.7605,9900,G4805070,2B,G4804630,23.87621018
Runnels,Runnels,Runnels County,48399,TX,Texas,31.8311,-99.9762,9887,G4803990,3B,G4800830,39.58350855
Martin,Martin,Martin County,18101,IN,Indiana,38.708,-86.8031,9885,G1801010,4A,G1801050,33.14869484
Lanier,Lanier,Lanier County,13173,GA,Georgia,31.0379,-83.0628,9874,G1301730,2A,G1301850,10.69247284
Parmer,Parmer,Parmer County,48369,TX,Texas,34.5301,-102.7845,9874,G4803690,4B,G3500090,21.71136537
Switzerland,Switzerland,Switzerland County,18155,IN,Indiana,38.8262,-85.0369,9870,G1801550,4A,G2100150,29.92352225
Emery,Emery,Emery County,49015,UT,Utah,38.9968,-110.7006,9839,G4900150,5B,G4900070,43.01004239
Sac,Sac,Sac County,19161,IA,Iowa,42.3862,-95.1054,9829,G1901610,6A,G1900210,17.51148602
Swift,Swift,Swift County,27151,MN,Minnesota,45.2827,-95.6814,9810,G2701510,6A,G2701510,4.006130089
McLean,McLean,McLean County,38055,ND,North Dakota,47.6069,-101.3218,9788,G3800550,7,G3800150,69.64655275
Marion,Marion,Marion County,48315,TX,Texas,32.798,-94.3572,9748,G4803150,3A,G4802030,19.45924168
Clarke,Clarke,Clarke County,19039,IA,Iowa,41.029,-93.7852,9736,G1900390,5A,G1900390,6.841435437
Rock,Rock,Rock County,27133,MN,Minnesota,43.6747,-96.2532,9718,G2701330,6A,G2701330,4.518452606
Mountrail,Mountrail,Mountrail County,38061,ND,North Dakota,48.2013,-102.3557,9717,G3800610,7,G3800890,101.920959
Caldwell,Caldwell,Caldwell Parish,22021,LA,Louisiana,32.0925,-92.1166,9707,G2200210,3A,G2200730,29.7554586
Cumberland,Cumberland,Cumberland County,51049,VA,Virginia,37.5121,-78.245,9669,G5100490,4A,G5100490,17.08250047
Stevens,Stevens,Stevens County,27149,MN,Minnesota,45.5861,-96.0003,9669,G2701490,6A,G2701490,2.655253449
Linn,Linn,Linn County,20107,KS,Kansas,38.2123,-94.843,9667,G2001070,4A,G2000910,42.98613795
Wilkes,Wilkes,Wilkes County,13317,GA,Georgia,33.7819,-82.7432,9643,G1303170,3A,G1301890,23.46329532
Grand,Grand,Grand County,49019,UT,Utah,38.982,-109.5699,9630,G4900190,5B,G4900190,20.8779715
Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7765,-94.2072,9622,G1900910,6A,G1901870,15.75317324
Yellow Medicine,Yellow Medicine,Yellow Medicine County,27173,MN,Minnesota,44.7163,-95.8684,9616,G2701730,6A,G2700230,20.6285721
Irwin,Irwin,Irwin County,13155,GA,Georgia,31.6022,-83.2764,9615,G1301550,3A,G1300690,30.0551726
Iron,Iron,Iron County,29093,MO,Missouri,37.5552,-90.7735,9606,G2900930,4A,G2901870,27.75620471
Wayne,Wayne,Wayne County,31179,NE,Nebraska,42.2093,-97.1193,9590,G3101790,5A,G3101790,9.695034111
McCormick,McCormick,McCormick County,45065,SC,South Carolina,33.8995,-82.31,9584,G4500650,3A,G4500470,26.33373266
Cheyenne,Cheyenne,Cheyenne County,31033,NE,Nebraska,41.2198,-102.995,9575,G3100330,5A,G3100330,8.325677746
Latimer,Latimer,Latimer County,40077,OK,Oklahoma,34.876,-95.2504,9555,G4000770,3A,G4001210,36.84089385
Greenlee,Greenlee,Greenlee County,4011,AZ,Arizona,33.2152,-109.2402,9542,G0400110,3B,G0400090,36.96485148
Chattahoochee,Chattahoochee,Chattahoochee County,13053,GA,Georgia,32.347,-84.787,9533,G1300530,3A,G1300530,14.01028294
Brown,Brown,Brown County,20013,KS,Kansas,39.8265,-95.5642,9532,G2000130,5A,G3101470,17.63905493
Benewah,Benewah,Benewah County,16009,ID,Idaho,47.2176,-116.6587,9509,G1600090,5B,G1600550,39.54653178
Brewster,Brewster,Brewster County,48043,TX,Texas,29.8119,-103.2517,9501,G4800430,3B,G4800430,32.22239545
Nowata,Nowata,Nowata County,40105,OK,Oklahoma,36.7985,-95.6174,9484,G4001050,4A,G2001250,21.14333327
Rice,Rice,Rice County,20159,KS,Kansas,38.3472,-98.201,9464,G2001590,4A,G2001550,30.56203895
Howard,Howard,Howard County,19089,IA,Iowa,43.3568,-92.3172,9456,G1900890,6A,G2700450,24.09487593
Todd,Todd,Todd County,46121,SD,South Dakota,43.1934,-100.7184,9434,G4601210,5A,G3100310,25.4247904
Emmet,Emmet,Emmet County,19063,IA,Iowa,43.3781,-94.6785,9433,G1900630,6A,G1900630,5.078724253
Clear Creek,Clear Creek,Clear Creek County,8019,CO,Colorado,39.6891,-105.6444,9427,G0800190,7,G0800130,24.97109476
Beaverhead,Beaverhead,Beaverhead County,30001,MT,Montana,45.1327,-112.8988,9391,G3000010,6B,G3000010,7.618445899
Deer Lodge,Deer Lodge,Deer Lodge County,30023,MT,Montana,46.0608,-113.0678,9380,G3000230,6B,G3000930,39.76011829
Hamilton,Hamilton,Hamilton County,31081,NE,Nebraska,40.873,-98.0229,9376,G3100810,5A,G3100810,3.332268178
Clinton,Clinton,Clinton County,21053,KY,Kentucky,36.7274,-85.1362,9372,G2100530,4A,G2102310,21.29567482
Pipestone,Pipestone,Pipestone County,27117,MN,Minnesota,44.023,-96.2586,9370,G2701170,6A,G2701170,3.981759922
Charles Mix,Charles Mix,Charles Mix County,46023,SD,South Dakota,43.2079,-98.5879,9346,G4600230,6A,G3100890,51.50609746
Jones,Jones,Jones County,37103,NC,North Carolina,35.0217,-77.3552,9326,G3701030,3A,G3700490,21.48820012
Jasper,Jasper,Jasper County,17079,IL,Illinois,39.0101,-88.1538,9324,G1700790,4A,G1701590,19.98620069
Johnson,Johnson,Johnson County,13167,GA,Georgia,32.7015,-82.6601,9272,G1301670,3A,G1301750,24.40210322
Pratt,Pratt,Pratt County,20151,KS,Kansas,37.6477,-98.7396,9266,G2001510,4A,G2001510,3.790505951
St. Clair,St. Clair,St. Clair County,29185,MO,Missouri,38.0372,-93.776,9235,G2901850,4A,G2900830,23.01685248
Kemper,Kemper,Kemper County,28069,MS,Mississippi,32.7546,-88.6412,9211,G2800690,3A,G2800750,15.05353383
White Pine,White Pine,White Pine County,32033,NV,Nevada,39.4421,-114.9016,9192,G3200330,5B,G3200330,10.84189258
Forest,Forest,Forest County,55041,WI,Wisconsin,45.6673,-88.7704,9184,G5500410,7,G5501250,39.04547417
McLean,McLean,McLean County,21149,KY,Kentucky,37.5292,-87.2636,9182,G2101490,4A,G2100590,15.59966361
Somervell,Somervell,Somervell County,48425,TX,Texas,32.2222,-97.7744,9170,G4804250,3A,G4802210,15.62172908
Montmorency,Montmorency,Montmorency County,26119,MI,Michigan,45.0276,-84.1272,9164,G2601190,6A,G2601410,34.07264949
Stephens,Stephens,Stephens County,48429,TX,Texas,32.7359,-98.8362,9142,G4804290,3A,G4804290,3.966525655
Catahoula,Catahoula,Catahoula Parish,22025,LA,Louisiana,31.6662,-91.847,9117,G2200250,2A,G2200790,35.98602588
Claiborne,Claiborne,Claiborne County,28021,MS,Mississippi,31.9737,-90.9118,9115,G2800210,3A,G2200650,27.24037745
Seminole,Seminole,Seminole County,13253,GA,Georgia,30.9388,-84.8688,9108,G1302530,2A,G1300870,16.42589261
Terrell,Terrell,Terrell County,13273,GA,Georgia,31.777,-84.437,9102,G1302730,3A,G1300950,24.32918747
Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685,9082,G2700890,7,G2701130,23.85971084
Davis,Davis,Davis County,19051,IA,Iowa,40.7477,-92.4097,9066,G1900510,5A,G1901790,25.05420183
Hancock,Hancock,Hancock County,21091,KY,Kentucky,37.8415,-86.7779,9050,G2100910,4A,G2100590,27.93978162
Cloud,Cloud,Cloud County,20029,KS,Kansas,39.4803,-97.6492,9037,G2000290,5A,G2000290,4.821285203
Cuming,Cuming,Cuming County,31039,NE,Nebraska,41.9164,-96.7874,9035,G3100390,5A,G3101790,26.27220716
Dawson,Dawson,Dawson County,30021,MT,Montana,47.2664,-104.8995,9003,G3000210,6B,G3000210,11.51087865
Crittenden,Crittenden,Crittenden County,21055,KY,Kentucky,37.3527,-88.0972,8997,G2100550,4A,G2101010,42.84729393
Palo Alto,Palo Alto,Palo Alto County,19147,IA,Iowa,43.0821,-94.6781,8996,G1901470,6A,G1900630,22.95799423
Livingston,Livingston,Livingston County,21139,KY,Kentucky,37.2096,-88.3537,8989,G2101390,4A,G1701270,27.52864623
Phelps,Phelps,Phelps County,31137,NE,Nebraska,40.5111,-99.4145,8972,G3101370,5A,G3101370,6.717952767
Wilkinson,Wilkinson,Wilkinson County,13319,GA,Georgia,32.8024,-83.1712,8931,G1303190,3A,G1301750,20.92299506
Stillwater,Stillwater,Stillwater County,30095,MT,Montana,45.669,-109.3952,8916,G3000950,6B,G3001110,59.78057203
Alger,Alger,Alger County,26003,MI,Michigan,46.4086,-86.604,8911,G2600030,6A,G2601530,42.41481735
Mitchell,Mitchell,Mitchell County,48335,TX,Texas,32.3062,-100.9211,8903,G4803350,3B,G4804150,26.83376382
Richmond,Richmond,Richmond County,51159,VA,Virginia,37.9434,-76.7269,8902,G5101590,4A,G5100570,13.17345426
Oregon,Oregon,Oregon County,29149,MO,Missouri,36.6866,-91.4033,8891,G2901490,4A,G2900910,36.94366975
Caldwell,Caldwell,Caldwell County,29025,MO,Missouri,39.6557,-93.9827,8856,G2900250,5A,G2901170,30.32134403
Turner,Turner,Turner County,13287,GA,Georgia,31.7164,-83.6241,8856,G1302870,3A,G1300950,40.70034571
Wilcox,Wilcox,Wilcox County,13315,GA,Georgia,31.9729,-83.4323,8841,G1303150,3A,G1300910,26.85331931
Dimmit,Dimmit,Dimmit County,48127,TX,Texas,28.4226,-99.7566,8840,G4801270,2B,G4802830,37.32946734
Lee,Lee,Lee County,5077,AR,Arkansas,34.7805,-90.7808,8832,G0500770,3A,G2801430,30.78397534
Greene,Greene,Greene County,19073,IA,Iowa,42.0363,-94.3968,8831,G1900730,5A,G1900490,21.81385896
Sublette,Sublette,Sublette County,56035,WY,Wyoming,42.7669,-109.9147,8830,G5600350,7,G5600350,7.716459533
Blaine,Blaine,Blaine County,40011,OK,Oklahoma,35.8752,-98.4334,8799,G4000110,3A,G4000110,1.155737345
Monona,Monona,Monona County,19133,IA,Iowa,42.0516,-95.9599,8732,G1901330,5A,G3100210,24.96563394
Woods,Woods,Woods County,40151,OK,Oklahoma,36.7669,-98.8651,8731,G4001510,3A,G4001510,13.50115369
Modoc,Modoc,Modoc County,6049,CA,California,41.5898,-120.725,8723,G0600490,5B,G0600490,13.1909029
Clearwater,Clearwater,Clearwater County,16035,ID,Idaho,46.6736,-115.6567,8719,G1600350,5B,G1600490,37.59699851
Wilson,Wilson,Wilson County,20205,KS,Kansas,37.5593,-95.7434,8713,G2002050,4A,G2001330,19.50751788
Wilkinson,Wilkinson,Wilkinson County,28157,MS,Mississippi,31.1611,-91.3109,8706,G2801570,3A,G2800010,31.54242828
Perry,Perry,Perry County,1105,AL,Alabama,32.6385,-87.2944,8702,G0101050,3A,G0101250,45.47875097
Montgomery,Montgomery,Montgomery County,13209,GA,Georgia,32.1734,-82.5348,8701,G1302090,2A,G1302790,11.34176618
Lyon,Lyon,Lyon County,21143,KY,Kentucky,37.0191,-88.0832,8700,G2101430,4A,G2100470,47.13184188
Gallatin,Gallatin,Gallatin County,21077,KY,Kentucky,38.7569,-84.8593,8694,G2100770,4A,G2100150,24.25969754
Jenkins,Jenkins,Jenkins County,13165,GA,Georgia,32.7924,-81.9635,8693,G1301650,3A,G1300310,26.52194191
Benton,Benton,Benton County,18007,IN,Indiana,40.6063,-87.3109,8687,G1800070,5A,G1801570,29.14515057
Ritchie,Ritchie,Ritchie County,54085,WV,West Virginia,39.1783,-81.063,8676,G5400850,4A,G5401070,28.44831547
Quay,Quay,Quay County,35037,NM,New Mexico,35.1043,-103.5498,8675,G3500370,4B,G3500370,6.513325362
Ozark,Ozark,Ozark County,29153,MO,Missouri,36.6493,-92.4447,8664,G2901530,4A,G0500050,19.46643649
Hancock,Hancock,Hancock County,13141,GA,Georgia,33.2704,-83.0007,8652,G1301410,3A,G1300090,18.46821991
Lucas,Lucas,Lucas County,19117,IA,Iowa,41.0294,-93.3277,8650,G1901170,5A,G1901170,2.281318635
Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4954,-92.0007,8643,G2901370,4A,G2900190,49.26532385
Turner,Turner,Turner County,46125,SD,South Dakota,43.3109,-97.1487,8621,G4601250,6A,G4601350,31.70053618
Archer,Archer,Archer County,48009,TX,Texas,33.6153,-98.6877,8616,G4800090,3A,G4804850,21.65155896
Platte,Platte,Platte County,56031,WY,Wyoming,42.1331,-104.9659,8607,G5600310,5B,G5600150,56.10242758
Carroll,Carroll,Carroll County,29033,MO,Missouri,39.427,-93.5052,8564,G2900330,5A,G2901170,24.62622045
Mathews,Mathews,Mathews County,51115,VA,Virginia,37.4354,-76.3436,8548,G5101150,4A,G5107000,23.39166555
Montgomery,Montgomery,Montgomery County,5097,AR,Arkansas,34.539,-93.6594,8525,G0500970,3A,G0500970,2.786310921
Clearwater,Clearwater,Clearwater County,27029,MN,Minnesota,47.5775,-95.379,8525,G2700290,7,G2701190,27.41126333
Kiowa,Kiowa,Kiowa County,40075,OK,Oklahoma,34.9164,-98.9809,8518,G4000750,3A,G4000750,7.077136399
Sitka,Sitka,Sitka City and Borough,2220,AK,Alaska,57.2401,-135.3153,8518,G0202200,7,G0202200,13.14080452
Trimble,Trimble,Trimble County,21223,KY,Kentucky,38.613,-85.3375,8502,G2102230,4A,G2101110,34.91599106
Madison,Madison,Madison County,30057,MT,Montana,45.3007,-111.9203,8499,G3000570,6B,G3000010,43.80033618
Jack,Jack,Jack County,48237,TX,Texas,33.2335,-98.1725,8494,G4802370,3A,G4804970,24.16928027
Rosebud,Rosebud,Rosebud County,30087,MT,Montana,46.2297,-106.7307,8464,G3000870,6B,G3000170,61.39794706
Maries,Maries,Maries County,29125,MO,Missouri,38.1616,-91.9249,8457,G2901250,4A,G2901250,11.03735964
Johnson,Johnson,Johnson County,56019,WY,Wyoming,44.0388,-106.5847,8457,G5600190,6B,G5600190,25.47751141
Knox,Knox,Knox County,31107,NE,Nebraska,42.6368,-97.8919,8434,G3101070,5A,G4601350,40.18210634
Warren,Warren,Warren County,18171,IN,Indiana,40.3469,-87.3533,8430,G1801710,5A,G1701830,19.85965723
Hickory,Hickory,Hickory County,29085,MO,Missouri,37.9408,-93.3207,8429,G2900850,4A,G2900830,38.21205047
Daviess,Daviess,Daviess County,29061,MO,Missouri,39.9608,-93.9855,8427,G2900610,5A,G2901170,29.908918
Webster,Webster,Webster County,54101,WV,West Virginia,38.4947,-80.4219,8415,G5401010,4A,G5400970,36.4166516
Mercer,Mercer,Mercer County,38057,ND,North Dakota,47.3092,-101.8315,8405,G3800570,6A,G3800890,75.89799053
Cedar,Cedar,Cedar County,31027,NE,Nebraska,42.5993,-97.2524,8401,G3100270,5A,G4601350,23.75873953
Tyler,Tyler,Tyler County,54095,WV,West Virginia,39.4653,-80.8848,8397,G5400950,4A,G5401070,39.22527795
Bracken,Bracken,Bracken County,21023,KY,Kentucky,38.6888,-84.0901,8394,G2100230,4A,G3900610,36.58274417
Dawes,Dawes,Dawes County,31045,NE,Nebraska,42.7197,-103.1354,8383,G3100450,5A,G3100450,8.515754007
Coffey,Coffey,Coffey County,20031,KS,Kansas,38.2369,-95.7341,8361,G2000310,4A,G2001110,32.27988604
Custer,Custer,Custer County,46033,SD,South Dakota,43.6776,-103.4515,8360,G4600330,6A,G4600330,11.6787283
Kusilvak,Kusilvak,Kusilvak Census Area,2158,AK,Alaska,62.155,-163.3826,8354,G0201580,8,G0201580,8.60342347
Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318,8354,G3100230,5A,G3101410,21.07319671
Lafayette,Lafayette,Lafayette County,12067,FL,Florida,29.9855,-83.1811,8343,G1200670,2A,G1200290,24.94321195
Nevada,Nevada,Nevada County,5099,AR,Arkansas,33.664,-93.3072,8340,G0500990,3A,G0500190,34.46407056
Perry,Perry,Perry County,47135,TN,Tennessee,35.6426,-87.859,8313,G4701350,4A,G0100330,64.6840166
Keith,Keith,Keith County,31101,NE,Nebraska,41.1988,-101.6615,8312,G3101010,5A,G3101010,9.204798296
Prairie,Prairie,Prairie County,5117,AR,Arkansas,34.8298,-91.5528,8306,G0501170,3A,G0501170,15.96216319
Allendale,Allendale,Allendale County,45005,SC,South Carolina,32.9881,-81.3582,8304,G4500050,3A,G4500110,18.19597593
Atkinson,Atkinson,Atkinson County,13003,GA,Georgia,31.2971,-82.88,8269,G1300030,3A,G1300690,12.5886204
Choctaw,Choctaw,Choctaw County,28019,MS,Mississippi,33.3473,-89.2484,8264,G2800190,3A,G2800870,46.56894842
Baraga,Baraga,Baraga County,26013,MI,Michigan,46.6626,-88.3652,8249,G2600130,6A,G2600610,36.09037958
Franklin,Franklin,Franklin City,51620,VA,Virginia,36.6831,-76.9386,8249,G5106200,4A,G5100930,2.669332909
Houston,Houston,Houston County,47083,TN,Tennessee,36.286,-87.7171,8238,G4700830,4A,G2100470,30.31095478
Harrison,Harrison,Harrison County,29081,MO,Missouri,40.3547,-93.992,8229,G2900810,5A,G1900530,20.12078189
Murray,Murray,Murray County,27101,MN,Minnesota,44.0221,-95.7633,8224,G2701010,6A,G2701010,2.78402
Hamilton,Hamilton,Hamilton County,48193,TX,Texas,31.7048,-98.1107,8211,G4801930,3A,G4801930,3.770942866
Oscoda,Oscoda,Oscoda County,26135,MI,Michigan,44.6818,-84.1298,8206,G2601350,6A,G2600390,41.44529204
Clay,Clay,Clay County,54015,WV,West Virginia,38.4625,-81.0751,8176,G5400150,4A,G5400390,36.07955148
Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.3874,8119,G4100370,5B,G4100370,43.33522256
Graham,Graham,Graham County,37075,NC,North Carolina,35.3502,-83.8335,8089,G3700750,4A,G3700390,10.95365501
Clay,Clay,Clay County,20027,KS,Kansas,39.3497,-97.1652,8085,G2000270,4A,G2000610,34.47169691
San Miguel,San Miguel,San Miguel County,8113,CO,Colorado,38.0038,-108.4057,8084,G0801130,5B,G0801130,35.17534067
Twiggs,Twiggs,Twiggs County,13289,GA,Georgia,32.6672,-83.4271,8034,G1302890,3A,G1301530,12.19075149
Hamilton,Hamilton,Hamilton County,17065,IL,Illinois,38.0815,-88.5391,8021,G1700650,4A,G1701650,18.72230771
Traill,Traill,Traill County,38097,ND,North Dakota,47.4542,-97.1616,8008,G3800970,7,G3800350,34.2311359
Pocahontas,Pocahontas,Pocahontas County,54075,WV,West Virginia,38.3318,-80.0078,8006,G5400750,4A,G5100170,29.04423637
Schoolcraft,Schoolcraft,Schoolcraft County,26153,MI,Michigan,46.1966,-86.1996,8004,G2601530,7,G2601530,15.69015028
Liberty,Liberty,Liberty County,12077,FL,Florida,30.2414,-84.8829,7987,G1200770,2A,G1200370,36.4438021
San Augustine,San Augustine,San Augustine County,48405,TX,Texas,31.3942,-94.1682,7964,G4804050,3A,G4802410,36.33820238
Lemhi,Lemhi,Lemhi County,16059,ID,Idaho,44.9433,-113.9333,7948,G1600590,6B,G1600590,12.50797879
Doddridge,Doddridge,Doddridge County,54017,WV,West Virginia,39.2692,-80.707,7929,G5400170,5A,G5400330,33.11394086
Humphreys,Humphreys,Humphreys County,28053,MS,Mississippi,33.1287,-90.5266,7916,G2800530,3A,G2800150,39.79273533
Thomas,Thomas,Thomas County,20193,KS,Kansas,39.3509,-101.0556,7902,G2001930,5A,G2001810,43.43005832
Richardson,Richardson,Richardson County,31147,NE,Nebraska,40.125,-95.7175,7893,G3101470,5A,G3101470,9.221664095
Searcy,Searcy,Searcy County,5129,AR,Arkansas,35.9109,-92.6995,7872,G0501290,3A,G0500890,27.35972897
Taylor,Taylor,Taylor County,13269,GA,Georgia,32.5555,-84.2505,7857,G1302690,3A,G1302930,27.64814802
Power,Power,Power County,16077,ID,Idaho,42.6936,-112.8407,7854,G1600770,5B,G1600770,22.69878796
Greene,Greene,Greene County,1063,AL,Alabama,32.8531,-87.9522,7851,G0100630,3A,G0101250,34.01458626
Coleman,Coleman,Coleman County,48083,TX,Texas,31.7732,-99.4536,7848,G4800830,3B,G4800830,5.81047315
Ballard,Ballard,Ballard County,21007,KY,Kentucky,37.0585,-88.9995,7814,G2100070,4A,G1700030,15.18700926
Anderson,Anderson,Anderson County,20003,KS,Kansas,38.2142,-95.2933,7800,G2000030,4A,G2001330,39.88507479
Red River,Red River,Red River Parish,22081,LA,Louisiana,32.0931,-93.3398,7787,G2200810,3A,G2200690,29.79060399
Northwest Arctic,Northwest Arctic,Northwest Arctic Borough,2188,AK,Alaska,67.053,-159.721,7776,G0201880,8,G0201880,35.80286535
Washakie,Washakie,Washakie County,56043,WY,Wyoming,43.905,-107.6828,7768,G5600430,6B,G5600430,18.97253539
Major,Major,Major County,40093,OK,Oklahoma,36.3116,-98.5359,7753,G4000930,3A,G4000110,31.96310491
Decatur,Decatur,Decatur County,19053,IA,Iowa,40.7377,-93.7863,7718,G1900530,5A,G1900530,10.83546093
Yoakum,Yoakum,Yoakum County,48501,TX,Texas,33.173,-102.8278,7707,G4805010,3B,G4801650,36.48279908
Franklin,Franklin,Franklin County,28037,MS,Mississippi,31.4772,-90.8979,7705,G2800370,3A,G2800010,29.4452081
Merrick,Merrick,Merrick County,31121,NE,Nebraska,41.169,-98.038,7687,G3101210,5A,G3100810,18.99095436
Benton,Benton,Benton County,28009,MS,Mississippi,34.8173,-89.1885,7687,G2800090,3A,G2800710,38.34249913
Lincoln,Lincoln,Lincoln County,13181,GA,Georgia,33.7936,-82.4512,7686,G1301810,3A,G1301890,18.77534979
McCulloch,McCulloch,McCulloch County,48307,TX,Texas,31.1989,-99.3476,7676,G4803070,3B,G4803070,2.180441207
Kane,Kane,Kane County,49025,UT,Utah,37.2851,-111.8878,7635,G4900250,5B,G4900170,34.15385343
Cleveland,Cleveland,Cleveland County,5025,AR,Arkansas,33.8984,-92.1851,7632,G0500250,3A,G0500690,25.79281587
